id,web_name,full_name,position,team,now_cost,roll_minutes,roll_total_points,roll_ict_index,roll_threat,roll_creativity,roll_influence,roll_bps,roll_expected_goal_involvements,roll_expected_goals_conceded,roll_starts,roll_goals_scored,roll_assists,roll_clean_sheets,roll_goals_conceded,roll_bonus,roll_defensive_contribution,roll_tackles,roll_clearances_blocks_interceptions,roll_recoveries,games_played_so_far,ep_next,ep_this,total_points,points_per_game,form,status,chance_of_playing_next_round,chance_of_playing_this_round,selected_by_percent,news,matched_last_season
178,Bidwell,Jake Bidwell,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
179,Latibeaudiere,Joel Latibeaudiere,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
180,Woolfenden,Luke Woolfenden,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.3,,False
181,Brau,Miguel Brau,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
182,Amenda,Aurèle Amenda,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.5,,False
183,Rudoni,Jack Rudoni,MID,7,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.1,,0,0.0,0.0,d,75.0,,0.3,Shoulder injury - 75% chance of playing,False
184,Grimes,Matt Grimes,MID,7,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.2,,False
185,Sakamoto,Tatsuhiro Sakamoto,MID,7,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
186,Mason-Clark,Ephron Mason-Clark,MID,7,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.3,,False
187,Eccles,Josh Eccles,MID,7,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.0,,False
188,Torp,Victor Torp,MID,7,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.2,,False
189,Shepherd,George Shepherd,MID,7,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.3,,False
190,Tchaouna,Loum Tchaouna,MID,7,55,81.2,3.8,5.16,11.0,23.86,16.560000000000002,14.6,0.10800000000000001,1.6300000000000001,1.0,0.2,0.2,0.0,1.6,0.0,4.2,0.8,0.4,3.0,38.0,2.0,,0,0.0,0.0,a,,,0.1,,True
191,Borges Rodrigues,Raphael Borges Rodrigues,MID,7,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.2,,False
192,Andrews,Kaine Andrews,MID,7,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.7,,False
193,Wright,Haji Wright,FWD,7,55,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.8,,0,0.0,0.0,a,,,1.8,,False
194,Thomas-Asante,Brandon Thomas-Asante,FWD,7,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.9,,False
195,Simms,Ellis Simms,FWD,7,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.6,,False
196,Markelo,Jahnoah Markelo,FWD,7,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.1,,False
197,Bassette,Norman Bassette,FWD,7,45,0.8875,0.1625,0.030000000000000002,0.125,0.03375,0.175,0.4875,0.00075,0.021625,0.0,0.0,0.0,0.0,0.025,0.0,0.1375,0.025,0.0625,0.05,0.0,0.0,,0,0.0,0.0,u,0.0,,0.6,Has joined KVC Westerlo on loan for the rest of the season,False
198,Henderson,Dean Henderson,GK,8,50,90.0,1.4,2.0200000000000005,0.0,0.0,20.240000000000002,5.0,0.002,1.8939999999999997,1.0,0.0,0.0,0.0,2.4,0.0,0.0,0.2,1.0,8.4,38.0,2.6,,131,3.5,0.0,a,,,3.1,,True
199,Benitez,Walter Benítez,GK,8,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,7,7.0,0.0,a,,,0.1,,True
201,Muñoz,Daniel Muñoz Mejía,DEF,8,55,70.2,2.0,4.16,8.6,16.68,16.360000000000003,7.6,0.13,1.384,1.0,0.0,0.2,0.0,1.8,0.2,5.4,2.6,2.8,2.2,38.0,2.5,,136,4.7,0.0,a,,,11.9,,True
202,Richards,Chris Richards,DEF,8,50,44.6,1.0,1.92,7.6,1.48,9.8,1.2,0.152,0.942,0.4,0.0,0.0,0.0,1.4,0.0,4.4,0.6,3.8,1.0,38.0,2.2,,128,3.9,0.0,a,,,0.8,,True
203,Canvot,Jaydee Canvot,DEF,8,50,72.0,1.4,2.06,4.0,3.6,13.0,3.2,0.06999999999999999,1.388,0.8,0.0,0.0,0.0,2.0,0.0,7.0,1.4,5.6,2.6,38.0,2.2,,72,3.6,0.0,a,,,0.6,,True
204,Mitchell,Tyrick Mitchell,DEF,8,45,72.0,1.8,3.46,9.6,7.3,17.4,7.2,0.146,1.3619999999999999,0.6,0.0,0.2,0.0,1.8,0.0,6.8,2.8,4.0,6.2,38.0,1.7,,135,3.6,0.0,a,,,7.0,,True
205,Sosa,Borna Sosa,DEF,8,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,6,0.9,0.0,a,,,0.0,,True
206,Chadi Riad,Chadi Riad Dnanou,DEF,8,45,47.6,1.2,1.6800000000000002,5.4,0.52,10.8,5.2,0.06,0.952,0.6,0.0,0.0,0.0,1.0,0.0,5.4,0.8,4.6,4.0,38.0,1.7,,20,2.2,0.0,a,,,0.1,,True
207,Mingueza,Oscar Mingueza,DEF,8,45,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.7,,0,0.0,0.0,a,,,0.1,,False
208,Sarr,Ismaïla Sarr,MID,8,65,60.0,3.4,5.58,30.0,8.239999999999998,17.720000000000002,9.8,0.528,1.05,0.6,0.4,0.0,0.0,1.4,0.0,3.2,0.0,0.8,2.4,38.0,2.3,,117,4.2,0.0,a,,,9.9,,True
209,Johnson,Brennan Johnson,MID,8,60,57.6,1.4,1.6199999999999999,3.2,8.700000000000003,4.239999999999999,4.8,0.072,1.114,0.6,0.0,0.0,0.0,1.6,0.0,3.8,1.0,1.2,1.6,38.0,2.1,,65,1.9,0.0,a,,,0.2,,True
210,Wharton,Adam Wharton,MID,8,55,54.2,3.6,4.84,5.0,25.919999999999998,17.68,14.0,0.23999999999999994,0.9059999999999999,0.4,0.2,0.0,0.0,1.4,0.4,8.0,2.0,1.0,5.0,38.0,1.5,,112,3.3,0.0,d,75.0,,0.2,Ankle injury - 75% chance of playing,True
211,Yeremy,Yéremy Pino Santos,MID,8,55,38.8,1.4,2.34,5.4,11.32,6.519999999999999,6.8,0.15599999999999997,0.852,0.6,0.0,0.2,0.0,1.2,0.0,2.4,0.4,0.8,1.2,38.0,2.0,,77,2.3,0.0,a,,,0.2,,True
212,Hughes,Will Hughes,MID,8,45,29.8,0.6,1.1600000000000001,0.4,5.38,5.8,4.2,0.048,0.698,0.4,0.0,0.0,0.0,0.8,0.0,2.6,0.4,1.2,1.0,38.0,1.0,,45,1.5,0.0,a,,,11.1,,True
213,Lerma,Jefferson Lerma Solís,MID,8,50,59.2,1.4,1.7600000000000002,2.4,6.24,9.559999999999999,7.6,0.074,1.528,0.6,0.0,0.0,0.0,1.8,0.0,8.4,1.6,4.0,2.8,38.0,1.5,,69,2.2,0.0,a,,,0.1,,True
214,Kamada,Daichi Kamada,MID,8,50,57.0,1.6,2.16,3.4,11.16,7.12,8.6,0.21999999999999997,1.312,0.8,0.0,0.0,0.0,1.6,0.0,6.0,1.8,1.2,3.0,38.0,1.5,,67,2.4,0.0,a,,,0.3,,True
215,Devenny,Justin Devenny,MID,8,50,36.0,1.2,0.76,0.8,1.3199999999999998,5.640000000000001,4.8,0.006,0.9219999999999999,0.4,0.0,0.0,0.0,1.0,0.0,4.6,1.8,1.0,1.8,38.0,1.5,,36,1.7,0.0,a,,,0.0,,True
216,Esse,Romain Esse,MID,8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,4,1.0,0.0,a,,,0.1,,True
217,M.França,Matheus França de Oliveira,MID,8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,0,0.0,0.0,a,,,0.0,,True
218,Doucouré,Cheick Doucouré,MID,8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,0,0.0,0.0,a,,,0.1,,True
219,J.Rak-Sakyi,Jesurun Rak-Sakyi,MID,8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,0,0.0,0.0,a,,,0.0,,True
220,Cardines,Rio Cardines,DEF,8,45,18.0,0.4,0.9800000000000001,0.8,6.0,3.04,4.2,0.036,0.506,0.2,0.0,0.0,0.0,0.4,0.0,1.4,0.2,0.4,0.8,38.0,1.7,,2,2.0,0.0,a,,,0.0,,True
221,Drakes-Thomas,Joél Drakes-Thomas,MID,8,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,2,1.0,0.0,a,,,0.1,,True
222,Strand Larsen,Jørgen Strand Larsen,FWD,8,60,58.8,1.8,2.2799999999999994,13.4,5.92,4.36,5.2,0.21400000000000002,1.1179999999999999,0.8,0.0,0.0,0.0,1.6,0.0,2.2,0.2,1.2,0.8,38.0,2.0,,75,2.1,0.0,a,,,0.6,,True
223,Mateta,Jean-Philippe Mateta,FWD,8,65,30.2,2.8,2.9200000000000004,8.8,5.26,15.12,12.0,0.21799999999999997,0.7779999999999999,0.2,0.4,0.0,0.0,0.8,0.2,0.8,0.2,0.6,0.0,38.0,2.1,,114,3.6,0.0,a,,,7.0,,True
224,Nketiah,Eddie Nketiah,FWD,8,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.8,,23,1.9,0.0,a,,,0.4,,True
225,Uche,Christantus Uche,FWD,8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,17,1.2,0.0,u,0.0,,0.0,has returned to Getafe CF,True
555,Matthews,Remi Matthews,GK,8,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,1.7,,True
226,Pickford,Jordan Pickford,GK,9,55,90.0,1.6,2.1999999999999997,0.0,2.02,19.880000000000003,6.6,0.01,1.418,1.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.0,8.4,38.0,3.3,,135,3.6,0.0,a,,,9.0,,True
227,Travers,Mark Travers,GK,9,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.6,,0,0.0,0.0,a,,,0.1,,True
228,King,Tom King,GK,9,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,0,0.0,0.0,a,,,0.1,,True
229,Tarkowski,James Tarkowski,DEF,9,60,90.0,4.8,6.76,22.4,9.719999999999999,35.440000000000005,10.8,0.21999999999999997,1.418,1.0,0.2,0.4,0.0,2.2,0.6,9.2,2.2,7.0,2.4,38.0,2.8,,170,4.6,0.0,a,,,9.9,,True
230,Branthwaite,Jarrad Branthwaite,DEF,9,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.5,,32,3.2,0.0,a,,,1.9,,True
231,Keane,Michael Keane,DEF,9,50,90.0,2.4,3.8600000000000003,11.6,3.46,23.560000000000002,4.8,0.12400000000000003,1.418,1.0,0.0,0.2,0.0,2.2,0.0,8.4,1.2,7.2,2.4,38.0,2.2,,131,4.0,0.0,a,,,1.5,,True
232,O'Brien,Jake O'Brien,DEF,9,50,78.4,1.8,3.4799999999999995,14.8,7.080000000000001,12.960000000000003,0.2,0.164,1.3039999999999998,1.0,0.2,0.0,0.0,1.8,0.0,4.4,1.4,3.0,2.0,38.0,2.2,,116,3.1,0.0,a,,,0.5,,True
233,Mykolenko,Vitalii Mykolenko,DEF,9,45,90.0,1.0,2.62,1.2,10.24,14.76,2.4,0.025999999999999978,1.418,1.0,0.0,0.0,0.0,2.2,0.0,5.8,1.4,4.4,2.0,38.0,1.7,,95,2.9,0.0,a,,,1.4,,True
234,Patterson,Nathan Patterson,DEF,9,45,0.2,0.2,0.04,0.0,0.0,0.4,-0.2,0.0,0.024,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,38.0,1.7,,22,3.1,0.0,a,,,0.0,,True
235,Aznou,Adam Aznou,DEF,9,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,0.2,,True
236,Dewsbury-Hall,Kiernan Dewsbury-Hall,MID,9,65,88.6,3.8,4.959999999999999,12.0,21.16,16.4,15.6,0.254,1.392,1.0,0.2,0.2,0.0,2.0,0.2,7.4,1.4,1.6,4.4,38.0,2.3,,151,4.9,0.0,a,,,4.0,,True
237,Ndiaye,Iliman Ndiaye,MID,9,60,90.0,2.0,4.14,21.0,10.52,9.920000000000002,8.8,0.34199999999999997,1.418,1.0,0.0,0.0,0.0,2.2,0.0,5.2,1.0,1.0,3.2,38.0,2.1,,128,4.0,0.0,a,,,17.0,,True
239,Garner,James Garner,MID,9,60,90.0,2.8,6.019999999999999,4.2,34.56,21.520000000000003,20.0,0.23600000000000004,1.418,1.0,0.0,0.2,0.0,2.2,0.0,10.0,3.2,2.4,4.4,38.0,0.0,,159,4.2,0.0,i,0.0,,0.8,Groin injury - Expected back 22 Aug,True
240,Iroegbunam,Tim Iroegbunam,MID,9,50,72.0,2.0,2.12,3.2,6.28,11.84,6.0,0.046,1.1800000000000002,0.8,0.0,0.0,0.0,1.4,0.0,8.2,3.0,2.2,3.0,38.0,1.5,,68,2.3,0.0,a,,,0.1,,True
241,McNeil,Dwight McNeil,MID,9,55,13.2,0.6,0.86,1.4,5.0200000000000005,2.2,3.2,0.196,0.198,0.2,0.0,0.0,0.0,0.4,0.0,1.6,0.6,0.4,0.6,38.0,2.0,,53,2.4,0.0,a,,,0.1,,True
242,George,Tyrique George,MID,9,55,16.0,0.8,1.8800000000000001,5.8,8.8,4.04,6.0,0.22400000000000003,0.244,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0.4,0.2,0.6,38.0,2.0,,16,1.1,0.0,a,,,0.1,,True
243,Alcaraz,Carlos Alcaraz Durán,MID,9,50,2.4,0.6,0.6799999999999999,1.2,3.4800000000000004,2.16,2.0,0.046,0.10600000000000001,0.0,0.0,0.0,0.0,0.4,0.0,1.2,0.2,0.6,0.4,38.0,1.5,,29,1.4,0.0,a,,,0.1,,True
244,Armstrong,Harrison Armstrong,MID,9,50,5.8,0.4,0.10000000000000017,0.0,0.62,0.27999999999999997,1.2,0.002,0.027999999999999997,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,21,1.6,0.0,a,,,0.1,,True
245,Dibling,Tyler Dibling,MID,9,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,,18,1.3,0.0,a,,,0.1,,True
246,Röhl,Merlin Röhl,MID,9,50,63.4,3.6,1.94,6.0,4.24,9.08,10.0,0.062,1.018,0.8,0.2,0.2,0.0,1.4,0.4,4.0,1.4,1.0,1.6,38.0,1.5,,36,2.2,0.0,a,,,0.1,,True
247,Hackney,Hayden Hackney,MID,9,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.3,,False
248,Beto,Norberto Bercique Gomes Betuncal,FWD,9,55,42.0,2.4,2.6,10.2,4.540000000000001,11.16,8.0,0.142,0.584,0.6,0.2,0.0,0.0,0.6,0.4,2.0,0.0,1.8,0.2,38.0,1.8,,104,2.8,0.0,a,,,3.3,,True
249,Barry,Thierno Barry,FWD,9,55,47.2,3.4,3.9,15.4,5.380000000000001,18.12,13.2,0.418,0.836,0.4,0.4,0.0,0.0,1.6,0.4,3.2,0.6,1.4,1.2,38.0,1.8,,95,2.5,0.0,a,,,0.9,,True
250,Leno,Bernd Leno,GK,10,45,90.0,4.2,2.1199999999999997,0.0,0.0,21.04,20.2,0.004,1.338,1.0,0.0,0.0,0.4,1.0,0.2,0.0,0.0,0.8,8.2,38.0,1.9,,122,3.2,0.0,a,,,3.1,,True
251,Lecomte,Benjamin Lecomte,GK,10,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,1.5,,True
252,McNally,Alfie McNally,GK,10,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,0.3,,True
253,Andersen,Joachim Andersen,DEF,10,50,46.2,2.4,1.3399999999999996,0.8,2.6799999999999997,10.6,6.2,0.016000000000000035,0.8540000000000001,0.6,0.0,0.0,0.2,0.8,0.6,5.6,1.4,4.2,1.4,38.0,0.0,,123,3.7,0.0,s,0.0,,0.1,Suspended until 29 Aug,True
254,Robinson,Antonee Robinson,DEF,10,45,73.8,4.2,3.7399999999999998,7.6,9.020000000000001,20.520000000000003,17.0,0.21799999999999997,1.214,0.8,0.2,0.0,0.2,1.0,0.6,6.4,2.4,4.0,6.2,38.0,1.7,,65,3.0,0.0,a,,,2.9,,True
255,J.Cuenca,Jorge Cuenca Barreno,DEF,10,45,0.8,0.0,0.1,0.0,0.02,1.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,38.0,1.7,,39,2.6,0.0,a,,,0.0,,True
256,Tete,Kenny Tete,DEF,10,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,81,3.7,0.0,a,,,0.2,,True
257,Bassey,Calvin Bassey,DEF,10,45,90.0,3.4,2.78,0.8,9.38,17.6,19.2,0.016,1.338,1.0,0.0,0.0,0.4,1.0,0.0,5.8,2.2,3.6,5.0,38.0,1.7,,103,3.4,0.0,a,,,0.5,,True
258,Castagne,Timothy Castagne,DEF,10,45,88.4,4.2,4.0600000000000005,10.8,15.52,14.479999999999999,20.2,0.192,1.33,1.0,0.0,0.2,0.4,1.0,0.4,5.4,2.2,3.2,2.6,38.0,1.7,,61,2.0,0.0,a,,,0.2,,True
261,Iwobi,Alex Iwobi,MID,10,55,31.2,1.0,2.94,13.6,10.9,5.0,6.0,0.15599999999999997,0.20400000000000001,0.4,0.0,0.0,0.2,0.2,0.0,2.6,0.2,0.2,2.2,38.0,2.0,,103,3.6,0.0,a,,,0.9,,True
262,Smith Rowe,Emile Smith Rowe,MID,10,55,69.2,2.2,2.22,11.6,4.659999999999999,5.88,11.0,0.06999999999999999,0.998,1.0,0.0,0.0,0.4,0.8,0.0,5.6,2.0,1.0,2.6,38.0,2.0,,80,2.2,0.0,a,,,0.4,,True
263,Kevin,Kevin Santos Lopes de Macedo,MID,10,55,26.4,1.2,1.3599999999999999,7.4,3.0,3.0399999999999987,5.0,0.032,0.312,0.2,0.0,0.2,0.0,0.0,0.0,2.2,0.4,0.2,1.6,38.0,2.0,,49,1.9,0.0,a,,,0.1,,True
264,Bobb,Oscar Bobb,MID,10,55,43.4,1.6,2.88,9.2,13.52,5.92,7.4,0.17,0.462,0.4,0.0,0.0,0.2,0.2,0.0,2.8,1.0,0.4,1.4,38.0,2.0,,42,1.8,0.0,a,,,0.4,,True
265,Berge,Sander Berge,MID,10,50,45.0,1.4,1.8,4.0,9.84,4.400000000000001,5.4,0.08,0.316,0.6,0.0,0.0,0.4,0.2,0.0,3.4,0.6,1.0,1.8,38.0,1.5,,91,2.6,0.0,a,,,0.4,,True
266,Cairney,Tom Cairney,MID,10,50,26.2,1.8,2.6,3.0,11.440000000000001,11.48,9.4,0.092,0.186,0.2,0.2,0.0,0.0,0.2,0.0,2.6,0.4,0.8,1.4,38.0,1.5,,41,1.7,0.0,a,,,0.0,,True
267,Lukić,Saša Lukić,MID,10,50,72.0,2.6,3.4,9.2,12.38,12.479999999999999,13.2,0.11800000000000002,1.276,0.8,0.0,0.2,0.2,1.0,0.2,8.0,1.8,3.0,3.2,38.0,1.5,,67,2.6,0.0,a,,,0.1,,True
268,King,Josh King,MID,10,55,19.0,0.8,2.0,7.4,8.74,3.9600000000000017,5.8,0.05600000000000001,0.364,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.4,1.2,38.0,2.0,,63,2.0,0.0,a,,,0.1,,True
269,Sessegnon,Ryan Sessegnon,DEF,10,45,16.0,2.2,1.28,3.4,0.36,9.0,7.2,0.054000000000000006,0.12400000000000003,0.2,0.2,0.0,0.2,0.0,0.6,2.2,0.6,0.8,0.8,38.0,1.7,,95,3.5,0.0,a,,,0.4,,True
